"Marché frais","La boucherie à la coupe",https://www.auchan.fr/marche-frais/la-boucherie-a-la-coupe/ca-b1904
"Marché frais","La boulangerie, pâtisserie",https://www.auchan.fr/marche-frais/la-boulangerie-patisserie/ca-b1901
"Marché frais","Le traiteur, la rôtisserie",https://www.auchan.fr/marche-frais/le-traiteur-la-rotisserie/ca-b1908
"Produits laitiers, oeufs, fromages","Crèmerie, oeufs, laits, boissons végétales",https://www.auchan.fr/oeufs-produits-laitiers/cremerie-oeufs-laits/ca-n0101
"Produits laitiers, oeufs, fromages","Yaourts, fromages blancs",https://www.auchan.fr/oeufs-produits-laitiers/yaourts-fromages-blancs/ca-n0102
"Produits laitiers, oeufs, fromages","Desserts, compotes",https://www.auchan.fr/oeufs-produits-laitiers/desserts-compotes/ca-n0103
"Produits laitiers, oeufs, fromages","Fromages à déguster, à la coupe",https://www.auchan.fr/oeufs-produits-laitiers/fromages-a-deguster-a-la-coupe/ca-n0108
"Produits laitiers, oeufs, fromages","Fromages à cuisiner, apéritifs, râpés",https://www.auchan.fr/oeufs-produits-laitiers/fromages-a-cuisiner-aperitifs-rapes/ca-n0106
"Fruits, légumes","Fruits, légumes bio",https://www.auchan.fr/fruits-legumes/fruits-legumes-bio/ca-n0307
"Fruits, légumes","Fruits",https://www.auchan.fr/fruits-legumes/fruits/ca-n0301
"Fruits, légumes","Légumes",https://www.auchan.fr/fruits-legumes/legumes/ca-n0302
"Fruits, légumes","Fruits, légumes prêts à consommer",https://www.auchan.fr/fruits-legumes/fruits-legumes-pret-a-consommer/ca-n0304
"Fruits, légumes","Jus de fruits frais, gazpacho",https://www.auchan.fr/fruits-legumes/jus-de-fruits-frais-gazpacho/ca-n0305
"Fruits, légumes","Fleurs, plantes",https://www.auchan.fr/fruits-legumes/fleurs-plantes/ca-n0308
"Boucherie, volaille, poissonnerie","Boucherie",https://www.auchan.fr/boucherie-volaille-poissonnerie/boucherie/ca-n0201
"Boucherie, volaille, poissonnerie","Volaille, lapin",https://www.auchan.fr/boucherie-volaille-poissonnerie/volaille-lapin/ca-n0202
"Boucherie, volaille, poissonnerie","Panés, nuggets, grignottes",https://www.auchan.fr/boucherie-volaille-poissonnerie/panes-nuggets-grignottes/ca-n0207
"Boucherie, volaille, poissonnerie","Poissons, crustacés",https://www.auchan.fr/boucherie-volaille-poissonnerie/poissons-crustaces/ca-n0203
"Boucherie, volaille, poissonnerie","Traiteur de la mer",https://www.auchan.fr/boucherie-volaille-poissonnerie/traiteur-de-la-mer/ca-n0204
"Charcuterie, traiteur","Charcuterie",https://www.auchan.fr/charcuterie-traiteur-pain/charcuterie/ca-n1201
"Charcuterie, traiteur","Traiteur",https://www.auchan.fr/charcuterie-traiteur-pain/traiteur/ca-n1202
"Charcuterie, traiteur","Plats cuisinés, snacking, salade",https://www.auchan.fr/charcuterie-traiteur-pain/snacking-salade-plats-cuisines/ca-n1204
"Charcuterie, traiteur","Traiteur végétal",https://www.auchan.fr/charcuterie-traiteur-pain/traiteur-vegetal/ca-n120201
"Pain, pâtisserie","Pains, pâtisseries fraîches",https://www.auchan.fr/pain-patisserie/pains-patisseries-fraiches/ca-n120301
"Pain, pâtisserie","Pains burger, pain du monde",https://www.auchan.fr/pain-patisserie/pains-burger-pain-du-monde/ca-n120303
"Pain, pâtisserie","Pains apéritif, toasts",https://www.auchan.fr/pain-patisserie/pains-aperitif-toasts/ca-n120311
"Pain, pâtisserie","Pains de mie",https://www.auchan.fr/pain-patisserie/pains-de-mie/ca-n120302
"Pain, pâtisserie","Brioches, pains au lait",https://www.auchan.fr/pain-patisserie/brioches-pains-au-lait/ca-n120306
